cal,C14,error
1735,1845,14
1734,1843,15
1733,1841,15
1732,1839,15
1731,1838,15
1730,1837,15
1729,1836,15
1728,1836,14
1727,1836,14
1726,1836,14
1725,1836,14
1724,1835,13
1723,1835,14
1722,1835,14
1721,1834,14
1720,1833,14
1719,1831,14
1718,1829,14
1717,1827,14
1716,1824,13
1715,1821,13
1714,1818,13
1713,1814,13
1712,1811,13
1711,1807,13
1710,1804,13
1709,1800,13
1708,1797,13
1707,1794,13
1706,1791,13
1705,1788,13
1704,1785,13
1703,1783,12
1702,1780,12
1701,1777,12
1700,1775,12
1699,1772,12
1698,1769,12
1697,1766,13
1696,1762,13
1695,1759,13
1694,1754,13
1693,1750,13
1692,1745,13
1691,1740,13
1690,1735,12
1689,1730,12
1688,1725,12
1687,1721,13
1686,1716,13
1685,1713,13
1684,1710,13
1683,1708,13
1682,1707,13
1681,1707,13
1680,1708,13
1679,1710,13
1678,1712,13
1677,1715,13
1676,1719,13
1675,1722,13
1674,1727,13
1673,1731,14
1672,1735,14
1671,1739,14
1670,1743,14
1669,1747,14
1668,1750,14
1667,1753,13
1666,1756,13
1665,1758,13
1664,1760,13
1663,1762,13
1662,1764,13
1661,1766,13
1660,1767,13
1659,1769,12
1658,1770,12
1657,1772,12
1656,1773,12
1655,1775,12
1654,1776,12
1653,1778,12
1652,1780,12
1651,1782,12
1650,1784,12
1649,1785,12
1648,1785,12
1647,1785,12
1646,1783,12
1645,1782,12
1644,1780,12
1643,1778,12
1642,1776,12
1641,1775,12
1640,1775,12
1639,1775,12
1638,1774,12
1637,1774,11
1636,1773,11
1635,1772,11
1634,1771,11
1633,1770,11
1632,1768,11
1631,1767,11
1630,1767,11
1629,1766,11
1628,1766,11
1627,1764,11
1626,1762,11
1625,1759,11
1624,1755,12
1623,1752,12
1622,1748,12
1621,1745,12
1620,1743,12
1619,1742,12
1618,1742,12
1617,1741,12
1616,1741,12
1615,1740,12
1614,1738,12
1613,1736,12
1612,1734,11
1611,1731,11
1610,1729,11
1609,1728,11
1608,1728,11
1607,1727,11
1606,1727,11
1605,1726,12
1604,1725,12
1603,1722,12
1602,1720,12
1601,1717,12
1600,1714,12
1599,1712,12
1598,1711,11
1597,1710,11
1596,1711,11
1595,1711,11
1594,1712,11
1593,1713,11
1592,1714,12
1591,1714,11
1590,1713,12
1589,1712,12
1588,1710,12
1587,1708,12
1586,1706,11
1585,1705,11
1584,1704,11
1583,1704,11
1582,1704,11
1581,1705,11
1580,1706,11
1579,1706,11
1578,1706,11
1577,1706,11
1576,1706,11
1575,1706,11
1574,1705,11
1573,1705,11
1572,1703,11
1571,1701,11
1570,1699,11
1569,1697,11
1568,1695,11
1567,1693,11
1566,1693,11
1565,1693,11
1564,1693,11
1563,1694,11
1562,1695,11
1561,1695,11
1560,1695,11
1559,1695,11
1558,1694,11
1557,1693,11
1556,1693,11
1555,1693,11
1554,1694,11
1553,1695,11
1552,1697,11
1551,1697,11
1550,1697,11
1549,1696,11
1548,1694,11
1547,1691,11
1546,1687,11
1545,1682,11
1544,1678,11
1543,1675,11
1542,1672,11
1541,1670,11
1540,1668,11
1539,1667,11
1538,1665,11
1537,1662,11
1536,1658,11
1535,1653,11
1534,1648,11
1533,1642,11
1532,1637,11
1531,1632,11
1530,1629,11
1529,1626,11
1528,1624,11
1527,1622,11
1526,1620,11
1525,1618,11
1524,1616,11
1523,1615,11
1522,1613,11
1521,1611,11
1520,1609,11
1519,1608,11
1518,1605,11
1517,1603,11
1516,1599,11
1515,1596,11
1514,1593,11
1513,1590,11
1512,1587,11
1511,1585,11
1510,1584,11
1509,1582,11
1508,1580,11
1507,1578,11
1506,1577,11
1505,1576,11
1504,1576,11
1503,1577,11
1502,1579,11
1501,1581,11
1500,1583,11
1499,1585,11
1498,1586,11
1497,1586,11
1496,1585,11
1495,1584,11
1494,1583,11
1493,1582,11
1492,1582,11
1491,1583,11
1490,1585,11
1489,1587,11
1488,1589,11
1487,1592,11
1486,1594,11
1485,1596,11
1484,1598,11
1483,1600,11
1482,1601,11
1481,1603,11
1480,1603,11
1479,1604,11
1478,1603,11
1477,1601,11
1476,1598,11
1475,1595,11
1474,1591,11
1473,1587,11
1472,1584,11
1471,1580,11
1470,1578,11
1469,1576,11
1468,1574,11
1467,1574,11
1466,1573,11
1465,1573,11
1464,1573,11
1463,1573,12
1462,1574,12
1461,1574,12
1460,1575,12
1459,1575,12
1458,1577,12
1457,1578,12
1456,1580,13
1455,1582,13
1454,1585,12
1453,1588,12
1452,1590,12
1451,1593,13
1450,1595,13
1449,1597,13
1448,1598,12
1447,1598,12
1446,1598,12
1445,1598,13
1444,1597,13
1443,1596,13
1442,1595,13
1441,1594,12
1440,1592,12
1439,1592,13
1438,1591,13
1437,1591,13
1436,1592,13
1435,1593,13
1434,1595,13
1433,1597,13
1432,1599,13
1431,1600,13
1430,1602,13
1429,1602,13
1428,1603,12
1427,1603,12
1426,1603,13
1425,1602,13
1424,1601,13
1423,1600,12
1422,1599,13
1421,1597,13
1420,1595,13
1419,1593,13
1418,1591,13
1417,1588,13
1416,1585,12
1415,1582,12
1414,1579,13
1413,1575,13
1412,1572,13
1411,1569,13
1410,1566,13
1409,1562,12
1408,1559,12
1407,1556,13
1406,1553,13
1405,1550,13
1404,1547,13
1403,1544,13
1402,1541,13
1401,1539,13
1400,1537,13
1399,1535,13
1398,1534,13
1397,1533,13
1396,1532,13
1395,1531,13
1394,1531,13
1393,1530,13
1392,1529,14
1391,1529,14
1390,1528,14
1389,1526,13
1388,1525,13
1387,1523,13
1386,1521,13
1385,1519,13
1384,1517,14
1383,1515,14
1382,1513,14
1381,1511,14
1380,1509,14
1379,1508,13
1378,1506,13
1377,1504,13
1376,1503,14
1375,1501,14
1374,1500,14
1373,1499,14
1372,1498,14
1371,1497,13
1370,1496,13
1369,1496,14
1368,1495,14
1367,1494,14
1366,1494,14
1365,1493,14
1364,1493,13
1363,1492,13
1362,1491,13
1361,1491,14
1360,1490,14
1359,1489,14
1358,1488,14
1357,1487,14
1356,1485,13
1355,1483,13
1354,1481,13
1353,1479,13
1352,1477,14
1351,1474,14
1350,1470,14
1349,1467,14
1348,1463,14
1347,1459,13
1346,1455,13
1345,1451,13
1344,1447,13
1343,1443,13
1342,1440,14
1341,1438,14
1340,1436,14
1339,1434,14
1338,1433,13
1337,1433,13
1336,1433,13
1335,1434,14
1334,1434,14
1333,1435,14
1332,1437,14
1331,1438,14
1330,1439,14
1329,1441,13
1328,1442,13
1327,1444,13
1326,1445,14
1325,1447,14
1324,1448,14
1323,1450,13
1322,1451,13
1321,1452,13
1320,1453,13
1319,1453,13
1318,1453,13
1317,1453,13
1316,1451,13
1315,1450,13
1314,1448,13
1313,1445,12
1312,1442,12
1311,1439,12
1310,1436,13
1309,1432,13
1308,1429,13
1307,1425,13
1306,1421,13
1305,1417,14
1304,1413,13
1303,1409,13
1302,1404,13
1301,1400,13
1300,1396,13
1299,1391,13
1298,1387,13
1297,1382,13
1296,1378,13
1295,1374,13
1294,1369,13
1293,1365,13
1292,1361,13
1291,1357,13
1290,1353,14
1289,1349,14
1288,1345,14
1287,1341,14
1286,1337,14
1285,1334,14
1284,1331,14
1283,1327,14
1282,1324,14
1281,1321,13
1280,1318,13
1279,1316,13
1278,1313,13
1277,1311,13
1276,1308,13
1275,1306,13
1274,1304,13
1273,1302,13
1272,1299,14
1271,1297,14
1270,1295,14
1269,1294,14
1268,1292,14
1267,1290,14
1266,1288,14
1265,1286,14
1264,1285,14
1263,1283,13
1262,1281,13
1261,1280,12
1260,1278,12
1259,1277,12
1258,1276,12
1257,1275,11
1256,1276,11
1255,1277,11
1254,1279,11
1253,1281,11
1252,1282,11
1251,1283,11
1250,1284,11
1249,1283,11
1248,1281,11
1247,1278,11
1246,1274,11
1245,1270,11
1244,1264,11
1243,1259,11
1242,1255,11
1241,1252,11
1240,1251,11
1239,1252,11
1238,1253,11
1237,1254,11
1236,1254,11
1235,1255,11
1234,1254,11
1233,1254,11
1232,1253,11
1231,1253,11
1230,1253,11
1229,1254,10
1228,1256,10
1227,1258,10
1226,1260,10
1225,1262,10
1224,1263,10
1223,1265,10
1222,1265,10
1221,1265,10
1220,1264,10
1219,1264,10
1218,1263,10
1217,1263,10
1216,1263,10
1215,1263,10
1214,1263,10
1213,1265,10
1212,1267,10
1211,1271,10
1210,1275,10
1209,1279,10
1208,1284,10
1207,1287,10
1206,1291,10
1205,1294,10
1204,1296,10
1203,1297,10
1202,1298,10
1201,1299,10
1200,1301,10
1199,1302,10
1198,1304,10
1197,1307,10
1196,1309,10
1195,1310,10
1194,1308,10
1193,1305,10
1192,1300,10
1191,1295,10
1190,1290,10
1189,1286,10
1188,1284,10
1187,1283,10
1186,1284,10
1185,1287,10
1184,1291,10
1183,1295,10
1182,1299,10
1181,1301,10
1180,1302,10
1179,1299,10
1178,1289,9
1177,1269,10
1176,1238,9
1175,1203,9
1174,1178,9
1173,1166,9
1172,1163,9
1171,1168,10
1170,1174,10
1169,1179,10
1168,1183,10
1167,1185,10
1166,1188,10
1165,1191,10
1164,1194,10
1163,1199,10
1162,1205,10
1161,1211,10
1160,1217,10
1159,1222,10
1158,1226,10
1157,1228,10
1156,1228,10
1155,1228,10
1154,1226,10
1153,1225,10
1152,1223,10
1151,1221,10
1150,1220,11
1149,1220,11
1148,1219,11
1147,1219,11
1146,1218,12
1145,1218,12
1144,1217,12
1143,1217,12
1142,1217,12
1141,1217,12
1140,1218,12
1139,1220,12
1138,1222,12
1137,1223,12
1136,1224,11
1135,1224,11
1134,1224,11
1133,1223,12
1132,1222,12
1131,1220,12
1130,1219,13
1129,1217,13
1128,1215,14
1127,1212,14
1126,1210,14
1125,1207,14
1124,1205,14
1123,1203,14
1122,1200,14
1121,1198,14
1120,1196,15
1119,1195,15
1118,1193,15
1117,1192,16
1116,1191,16
1115,1190,16
1114,1189,16
1113,1189,16
1112,1188,15
1111,1188,15
1110,1188,15
1109,1188,14
1108,1189,14
1107,1189,14
1106,1189,14
1105,1190,13
1104,1191,13
1103,1191,13
1102,1192,13
1101,1193,13
1100,1194,13
1099,1195,13
1098,1195,13
1097,1196,14
1096,1197,14
1095,1198,14
1094,1199,14
1093,1199,14
1092,1200,14
1091,1201,14
1090,1201,14
1089,1202,14
1088,1202,14
1087,1202,13
1086,1202,13
1085,1202,13
1084,1202,13
1083,1202,13
1082,1202,13
1081,1201,13
1080,1201,13
1079,1200,13
1078,1199,13
1077,1198,14
1076,1196,14
1075,1195,14
1074,1193,14
1073,1191,14
1072,1188,14
1071,1186,14
1070,1183,14
1069,1180,14
1068,1177,14
1067,1174,14
1066,1170,14
1065,1166,14
1064,1163,14
1063,1159,13
1062,1155,13
1061,1151,13
1060,1147,12
1059,1143,12
1058,1139,12
1057,1135,12
1056,1131,12
1055,1127,12
1054,1124,12
1053,1120,12
1052,1117,12
1051,1114,12
1050,1111,12
1049,1109,12
1048,1106,13
1047,1105,13
1046,1103,13
1045,1102,13
1044,1101,13
1043,1101,13
1042,1101,13
1041,1101,12
1040,1102,12
1039,1102,12
1038,1103,12
1037,1105,12
1036,1106,12
1035,1108,12
1034,1110,12
1033,1112,12
1032,1114,12
1031,1116,12
1030,1118,12
1029,1120,12
1028,1122,12
1027,1124,13
1026,1126,13
1025,1128,13
1024,1130,13
1023,1132,13
1022,1134,13
1021,1135,13
1020,1136,13
1019,1137,13
1018,1138,13
1017,1138,13
1016,1139,13
1015,1139,13
1014,1139,13
1013,1139,13
1012,1139,13
1011,1138,13
1010,1138,13
1009,1137,13
1008,1136,13
1007,1135,13
1006,1134,13
1005,1133,14
1004,1132,14
1003,1131,13
1002,1129,13
1001,1128,13
1000,1126,13
999,1125,13
998,1123,12
997,1122,12
996,1120,12
995,1119,12
994,1118,12
993,1116,12
992,1115,12
991,1114,12
990,1113,13
989,1113,13
988,1112,13
987,1112,12
986,1112,12
985,1113,11
984,1113,11
983,1115,11
982,1116,11
981,1118,11
980,1119,10
979,1119,10
978,1118,10
977,1116,10
976,1113,10
975,1109,10
974,1104,10
973,1100,10
972,1096,10
971,1093,10
970,1091,10
969,1091,10
968,1092,10
967,1093,10
966,1094,10
965,1095,10
964,1096,10
963,1097,10
962,1096,10
961,1094,10
960,1091,10
959,1085,10
958,1077,10
957,1066,10
956,1054,10
955,1043,10
954,1035,10
953,1030,10
952,1027,10
951,1027,10
950,1028,10
949,1030,10
948,1033,10
947,1036,10
946,1040,10
945,1044,10
944,1047,10
943,1050,10
942,1051,10
941,1052,10
940,1051,10
939,1050,10
938,1049,10
937,1048,10
936,1047,10
935,1046,10
934,1046,10
933,1044,10
932,1042,10
931,1039,10
930,1035,10
929,1030,10
928,1025,10
927,1019,10
926,1014,10
925,1009,10
924,1006,10
923,1002,10
922,999,10
921,995,10
920,992,10
919,988,10
918,984,10
917,980,10
916,976,10
915,972,10
914,969,10
913,966,10
912,963,10
911,961,10
910,959,10
909,957,10
908,956,10
907,955,10
906,954,11
905,952,11
904,950,10
903,948,11
902,944,10
901,940,10
900,936,10
899,931,10
898,926,10
897,921,10
896,917,10
895,914,10
894,914,10
893,915,10
892,917,10
891,918,10
890,920,10
889,921,10
888,922,10
887,922,10
886,922,10
885,922,10
884,922,10
883,921,10
882,921,10
881,921,10
880,921,10
879,921,10
878,921,10
877,921,10
876,921,10
875,921,10
874,922,10
873,924,10
872,926,10
871,930,10
870,935,10
869,939,10
868,943,10
867,947,10
866,950,10
865,952,10
864,954,10
863,956,10
862,957,10
861,957,10
860,957,11
859,956,10
858,955,10
857,953,10
856,950,10
855,947,11
854,945,11
853,944,11
852,943,11
851,943,11
850,944,11
849,945,11
848,947,10
847,949,10
846,951,10
845,953,10
844,955,10
843,957,11
842,959,11
841,960,11
840,961,11
839,961,11
838,961,10
837,960,10
836,959,10
835,957,10
834,956,10
833,955,10
832,954,10
831,953,10
830,952,10
829,952,10
828,951,10
827,950,10
826,949,10
825,947,10
824,946,10
823,944,10
822,944,10
821,943,10
820,943,10
819,942,10
818,942,10
817,941,10
816,940,10
815,939,10
814,939,10
813,940,10
812,942,11
811,944,11
810,946,11
809,948,11
808,950,11
807,950,11
806,950,11
805,950,11
804,949,11
803,948,11
802,947,11
801,945,11
800,944,11
799,942,11
798,940,11
797,937,10
796,933,10
795,928,11
794,923,11
793,919,11
792,914,11
791,910,11
790,906,10
789,903,10
788,899,10
787,896,10
786,893,10
785,889,10
784,886,10
783,884,11
782,882,11
781,882,11
780,882,11
779,883,11
778,883,11
777,883,11
776,883,11
775,881,11
774,879,11
773,877,11
772,874,11
771,871,11
770,868,11
769,866,11
768,864,11
767,863,11
766,863,11
765,864,11
764,865,11
763,867,11
762,868,11
761,869,11
760,870,11
759,872,11
758,874,11
757,876,11
756,879,11
755,881,11
754,882,11
753,883,11
752,882,11
751,881,11
750,879,11
749,876,11
748,874,11
747,872,11
746,871,11
745,871,11
744,871,11
743,871,11
742,870,11
741,869,11
740,868,11
739,867,10
738,866,10
737,864,10
736,862,10
735,860,10
734,857,10
733,853,10
732,848,11
731,842,10
730,835,11
729,829,10
728,824,10
727,819,10
726,815,10
725,812,10
724,809,11
723,808,11
722,806,11
721,805,11
720,803,11
719,802,11
718,800,11
717,799,11
716,797,11
715,797,11
714,797,11
713,797,11
712,798,11
711,799,11
710,800,11
709,801,11
708,802,11
707,803,11
706,804,11
705,805,11
704,806,11
703,807,11
702,808,11
701,808,11
700,809,11
699,809,11
698,808,11
697,807,11
696,806,11
695,805,11
694,805,11
693,804,11
692,803,11
691,802,11
690,800,11
689,797,11
688,795,11
687,792,11
686,788,11
685,785,11
684,781,11
683,778,11
682,774,11
681,771,11
680,767,11
679,764,11
678,761,11
677,758,11
676,754,11
675,750,11
674,745,11
673,739,11
672,732,11
671,725,11
670,718,11
669,712,11
668,707,11
667,703,11
666,699,11
665,696,11
664,694,11
663,692,11
662,689,11
661,688,11
660,686,11
659,684,11
658,683,11
657,681,11
656,680,11
655,678,11
654,675,11
653,672,11
652,668,11
651,663,11
650,659,11
649,654,10
648,650,10
647,645,11
646,641,11
645,637,11
644,633,11
643,630,11
642,628,11
641,627,11
640,626,11
639,625,11
638,625,11
637,625,10
636,625,10
635,625,10
634,625,10
633,625,10
632,623,10
631,621,10
630,618,10
629,614,10
628,610,10
627,606,10
626,601,10
625,597,10
624,592,10
623,588,10
622,584,10
621,582,10
620,580,10
619,580,10
618,580,10
617,581,10
616,582,10
615,583,10
614,585,10
613,586,10
612,587,10
611,587,10
610,587,10
609,587,10
608,587,10
607,587,10
606,587,10
605,588,10
604,589,10
603,589,10
602,590,10
601,590,10
600,590,10
599,591,10
598,592,10
597,595,10
596,599,10
595,603,10
594,607,10
593,612,11
592,616,11
591,619,11
590,623,11
589,626,11
588,628,11
587,631,11
586,635,11
585,638,11
584,642,11
583,645,11
582,649,11
581,653,11
580,656,11
579,660,11
578,662,11
577,664,11
576,665,11
575,665,11
574,663,10
573,659,10
572,655,10
571,651,10
570,646,10
569,643,10
568,640,10
567,637,10
566,635,10
565,633,10
564,631,10
563,628,10
562,624,10
561,620,10
560,615,10
559,610,10
558,605,10
557,599,10
556,594,10
555,589,10
554,583,10
553,578,10
552,574,10
551,570,10
550,568,10
549,566,10
548,564,10
547,561,10
546,558,10
545,555,10
544,551,10
543,546,10
542,542,10
541,538,10
540,534,10
539,531,10
538,529,10
537,527,10
536,526,10
535,526,10
534,526,10
533,526,10
532,525,10
531,524,10
530,522,10
529,518,10
528,514,10
527,509,10
526,504,10
525,500,10
524,496,10
523,493,10
522,491,10
521,490,10
520,489,10
519,488,10
518,486,10
517,484,10
516,482,10
515,478,10
514,475,10
513,471,10
512,468,10
511,465,10
510,463,10
509,460,10
508,457,10
507,454,10
506,450,10
505,446,10
504,443,10
503,439,10
502,435,10
501,432,10
500,429,10
499,427,10
498,425,10
497,423,10
496,420,10
495,416,10
494,411,10
493,406,10
492,401,10
491,397,10
490,393,10
489,392,10
488,391,10
487,392,10
486,393,10
485,394,10
484,395,10
483,394,10
482,393,10
481,392,10
480,391,10
479,391,10
478,390,10
477,388,10
476,386,10
475,383,10
474,380,10
473,377,10
472,375,10
471,373,10
470,371,10
469,370,10
468,369,9
467,368,9
466,368,9
465,368,9
464,368,9
463,368,9
462,367,10
461,366,10
460,365,10
459,364,10
458,363,10
457,361,10
456,360,10
455,358,10
454,357,10
453,356,10
452,356,10
451,355,10
450,355,10
449,355,10
448,354,10
447,353,10
446,352,10
445,351,10
444,350,10
443,349,10
442,348,10
441,346,10
440,345,10
439,343,10
438,342,9
437,341,9
436,341,9
435,341,10
434,341,10
433,341,10
432,340,10
431,339,10
430,336,10
429,334,10
428,331,10
427,328,10
426,325,10
425,321,9
424,317,9
423,313,9
422,309,9
421,306,9
420,303,10
419,301,10
418,299,10
417,298,10
416,298,10
415,299,10
414,300,10
413,302,9
412,304,10
411,306,10
410,308,9
409,309,10
408,310,9
407,311,10
406,310,10
405,309,10
404,308,10
403,307,10
402,307,10
401,307,10
400,309,10
399,311,10
398,313,10
397,315,10
396,316,10
395,317,10
394,318,10
393,320,10
392,321,10
391,323,10
390,325,10
389,326,10
388,327,10
387,326,10
386,325,10
385,323,10
384,322,10
383,321,10
382,321,9
381,321,10
380,323,10
379,324,10
378,326,10
377,327,10
376,329,10
375,330,10
374,332,10
373,333,10
372,334,10
371,334,10
370,335,10
369,335,10
368,335,10
367,335,10
366,335,10
365,334,10
364,334,10
363,335,10
362,336,10
361,338,10
360,340,10
359,343,10
358,345,10
357,347,10
356,349,10
355,351,10
354,351,10
353,352,10
352,353,10
351,354,10
350,355,10
349,357,10
348,360,10
347,363,10
346,365,10
345,366,10
344,366,10
343,364,10
342,362,10
341,360,10
340,358,10
339,357,10
338,357,10
337,357,10
336,357,10
335,356,10
334,355,10
333,352,10
332,348,10
331,345,10
330,341,10
329,337,10
328,333,10
327,331,10
326,330,10
325,329,10
324,329,10
323,330,10
322,330,10
321,328,10
320,326,10
319,324,10
318,320,10
317,315,10
316,311,10
315,306,10
314,302,10
313,298,10
312,295,10
311,291,10
310,287,10
309,282,10
308,278,10
307,274,10
306,270,10
305,267,10
304,264,10
303,261,10
302,257,10
301,254,10
300,252,10
299,250,10
298,248,10
297,247,10
296,245,10
295,244,10
294,242,10
293,239,10
292,236,10
291,233,10
290,229,10
289,225,10
288,221,10
287,217,10
286,214,10
285,210,10
284,206,10
283,201,10
282,196,10
281,192,10
280,187,10
279,183,10
278,179,10
277,177,10
276,176,10
275,176,10
274,176,10
273,176,10
272,175,10
271,173,10
270,171,10
269,168,10
268,166,10
267,163,10
266,159,10
265,156,10
264,153,9
263,150,9
262,147,9
261,144,9
260,141,9
259,138,9
258,135,9
257,132,9
256,129,9
255,125,9
254,122,9
253,118,9
252,115,9
251,112,9
250,110,9
249,108,9
248,107,9
247,107,9
246,108,9
245,108,9
244,108,9
243,108,9
242,107,9
241,105,9
240,103,9
239,101,9
238,99,9
237,98,9
236,97,9
235,96,9
234,96,9
233,97,9
232,100,9
231,103,9
230,107,9
229,111,9
228,115,9
227,119,9
226,123,9
225,127,10
224,131,10
223,135,10
222,140,10
221,145,10
220,149,10
219,154,10
218,157,10
217,159,10
216,160,10
215,161,10
214,162,10
213,163,10
212,165,10
211,167,10
210,170,10
209,173,10
208,176,10
207,178,10
206,180,10
205,180,10
204,180,10
203,180,10
202,179,10
201,178,10
200,177,10
199,175,10
198,172,10
197,169,10
196,166,10
195,163,9
194,161,9
193,159,10
192,158,10
191,159,10
190,161,10
189,165,10
188,168,10
187,171,10
186,174,10
185,177,10
184,179,10
183,182,10
182,184,10
181,185,10
180,185,10
179,183,10
178,181,10
177,178,10
176,175,10
175,174,10
174,174,10
173,176,10
172,179,10
171,184,10
170,189,10
169,195,10
168,200,10
167,205,10
166,209,10
165,214,10
164,218,10
163,221,10
162,224,10
161,227,10
160,228,10
159,227,10
158,225,10
157,221,10
156,215,10
155,207,10
154,198,10
153,189,10
152,180,10
151,173,10
150,167,10
149,163,10
148,161,10
147,159,10
146,157,10
145,156,10
144,153,10
143,150,10
142,145,10
141,139,10
140,133,10
139,127,10
138,121,10
137,117,10
136,113,10
135,110,10
134,107,10
133,106,10
132,105,9
131,104,9
130,104,9
129,105,9
128,104,9
127,104,9
126,102,9
125,100,9
124,98,9
123,96,9
122,96,10
121,96,10
120,98,9
119,100,9
118,104,9
117,108,10
116,112,10
115,117,9
114,121,10
113,124,9
112,127,10
111,128,10
110,129,10
109,129,10
108,128,10
107,127,10
106,126,10
105,125,10
104,124,10
103,124,10
102,123,10
101,124,10
100,124,10
99,125,10
98,126,10
97,127,10
96,127,10
95,127,10
94,126,10
93,125,10
92,125,10
91,124,10
90,125,9
89,126,9
88,127,9
87,128,9
86,129,9
85,128,9
84,127,9
83,125,9
82,124,9
81,123,9
80,124,9
79,125,9
78,127,9
77,129,9
76,130,9
75,130,10
74,130,10
73,128,10
72,125,10
71,121,10
70,118,10
69,116,10
68,114,10
67,114,10
66,115,10
65,116,9
64,117,10
63,116,9
62,115,9
61,113,9
60,110,9
59,107,9
58,103,9
57,101,9
56,99,10
55,99,9
54,98,9
53,99,10
52,98,10
51,97,10
50,96,10
49,95,10
48,95,10
47,96,10
46,99,10
45,102,9
44,106,10
43,110,10
42,113,10
41,116,10
40,118,10
39,119,10
38,119,9
37,120,10
36,121,10
35,123,10
34,126,10
33,129,10
32,132,10
31,135,10
30,137,10
29,140,10
28,141,9
27,143,10
26,146,10
25,149,10
24,153,10
23,156,10
22,160,10
21,162,10
20,163,10
19,164,10
18,163,10
17,162,10
16,161,10
15,160,10
14,160,10
13,161,11
12,163,11
11,166,11
10,170,11
9,174,11
8,178,11
7,181,11
6,185,11
5,188,11
4,190,11
3,193,11
2,195,11
1,197,11
0,199,11
